Address,AreaName,bedrooms,bathrooms,sqft_living,sqft_lot,floors, price 
,,3,2.25,1280,1520,2,"$490,000.00 "
,,5,4,3870,5929,2,"$1,299,890.00 "
,,2,2.5,1280,1051,2,"$579,000.00 "
,,3,1.5,1300,1435,2,"$552,500.00 "
,,4,2.75,2170,5024,2,"$467,000.00 "
,,4,2.25,1763,3717,2,"$305,000.00 "
,,2,1.5,1020,1525,2,"$212,000.00 "
,,4,2.5,1840,4593,2,"$429,000.00 "
,,3,2,1820,1358,3,"$479,950.00 "
,,3,3.5,2670,3000,2,"$825,000.00 "
,,6,6.5,6260,10955,2,"$1,180,000.00 "
,,3,2.25,1400,3814,2,"$250,000.00 "
,,2,1.5,1160,2158,2,"$289,000.00 "
,,3,2.5,1400,3368,2,"$265,000.00 "
,,3,2.5,1232,1130,3,"$344,000.00 "
,,4,2.75,2700,6000,2,"$749,000.00 "
,,4,2.5,2550,6382,2,"$492,000.00 "
,,4,2.5,3260,6902,2,"$552,500.00 "
,,2,2.5,1680,1240,2,"$653,500.00 "
,,4,3.25,2630,2550,2,"$855,000.00 "
,,3,1.5,1260,5758,2,"$333,000.00 "
,,4,2.5,2550,4500,2,"$415,000.00 "
,,4,3.25,3450,5000,2,"$445,000.00 "
,,3,2.5,1550,3402,2,"$273,500.00 "
,,4,2.5,4150,8436,2,"$969,990.00 "
,,5,3.5,3900,4400,2,"$1,200,000.00 "
,,3,3.25,1550,1444,3,"$430,000.00 "
,,4,2.5,2130,4000,2,"$392,000.00 "
,,4,2.5,2890,7798,2,"$795,000.00 "
,,3,2.5,1220,1330,2,"$457,000.00 "
,,4,2.5,2502,8306,2,"$453,000.00 "
,,3,2,1340,1384,3,"$376,000.00 "
,,4,2.5,2350,3800,2,"$469,995.00 "
,,3,2.5,1810,3930,2,"$540,000.00 "
,,4,2.5,3310,6500,2,"$555,000.00 "
,,3,2,1620,5101,1,"$445,000.00 "
,,2,2,1070,635,2,"$256,950.00 "
,,4,2.5,2230,4952,2,"$297,000.00 "
,,4,2.5,1970,4558,2,"$320,000.00 "
,,5,4.5,4600,7810,2,"$805,000.00 "
,,4,2.75,3110,6050,2,"$799,990.00 "
,,4,2.5,3490,3677,2,"$680,000.00 "
,,3,2.5,1600,1936,2,"$395,000.00 "
,,3,2.5,1960,3060,2,"$732,000.00 "
,,2,2.5,1000,1092,2,"$163,800.00 "
,,2,2.5,1000,1092,2,"$220,000.00 "
,,2,2,1500,1408,3,"$308,625.00 "
,,3,2.5,2424,5931,2,"$375,000.00 "
,,4,2.5,2303,3826,2,"$300,000.00 "
,,3,2.5,1880,6008,2,"$284,000.00 "
,,2,2,1210,740,2,"$610,000.00 "
,,4,3.25,3720,6765,2,"$955,000.00 "
,,4,2.75,3610,8580,2,"$982,000.00 "
,,3,1.5,1360,885,3,"$359,000.00 "
,,5,2.5,2590,7084,2,"$779,380.00 "
,,5,3.25,4390,11250,2,"$1,510,000.00 "
,,3,3,2290,1407,2.5,"$635,000.00 "
,,4,3.75,3880,9979,2.5,"$1,060,000.00 "
,,3,2.5,1350,874,3,"$389,500.00 "
,,5,2.5,2170,2752,2,"$359,800.00 "
,,3,3,1296,1051,3,"$399,950.00 "
,,3,3.25,1530,1602,2,"$320,000.00 "
,,3,2.5,1489,3266,2,"$255,900.00 "
,,4,2.5,2130,4467,2,"$380,000.00 "
,,3,2.75,1430,1521,2,"$580,000.00 "
,,5,3.75,2380,7268,1,"$545,000.00 "
,,3,2.5,1420,814,2,"$451,300.00 "
,,4,3.25,3450,6184,2,"$852,880.00 "
,,4,2.5,1914,3150,2,"$305,000.00 "
,,2,1.5,988,1080,3,"$295,000.00 "
,,3,2.25,1584,2800,2,"$261,000.00 "
,,4,2.5,2630,5710,2,"$560,000.00 "
,,4,3.25,3520,5250,2,"$795,000.00 "
,,4,2.5,2380,4913,2,"$384,950.00 "
,,3,1.75,1410,1197,3,"$500,000.00 "
,,4,3.5,3220,5741,2,"$640,000.00 "
,,4,3.25,3266,5969,2,"$418,000.00 "
,,3,2,2550,4794,2,"$799,000.00 "
,,4,3.5,3828,18900,2.5,"$552,900.00 "
,,3,2.25,1670,1596,3,"$539,950.00 "
,,4,2.5,3056,11385,2,"$524,225.00 "
,,2,1.5,1000,1188,3,"$424,950.00 "
,,3,3.25,1530,1786,2,"$560,000.00 "
,,5,3,3490,6091,2,"$715,000.00 "
,,5,2.5,2760,6000,2,"$300,000.00 "
,,3,2.5,1440,2163,2,"$405,000.00 "
,,3,3,1370,1001,3,"$327,000.00 "
,,6,4,3180,6551,2,"$859,950.00 "
,,4,3,2720,7570,2,"$560,000.00 "
,,3,2.5,1800,2792,2,"$379,900.00 "
,,3,2.5,3220,6409,2,"$625,000.00 "
,,3,2.5,2370,5321,2,"$398,096.00 "
,,3,2.5,1410,1325,2,"$315,000.00 "
,,4,3.5,3640,6049,2,"$939,000.00 "
,,3,2.5,1920,3624,2,"$674,000.00 "
,,4,2.5,2267,3577,2,"$306,000.00 "
,,5,4.75,5780,17004,2,"$2,321,000.00 "
,,2,1,1131,1304,3,"$394,950.00 "
,,3,3.5,2940,6431,2,"$914,154.00 "
,,3,2.5,2180,4533,2,"$496,000.00 "
,,3,2.25,1400,1078,2,"$430,100.00 "
,,4,2.5,2680,5539,2,"$449,990.00 "
,,4,2.5,2680,5539,2,"$502,000.00 "
,,3,2.5,1300,3612,2,"$310,000.00 "
,,4,3.5,2796,3520,2.5,"$349,950.00 "
,,2,1.75,1460,1500,2,"$625,000.00 "
,,4,3.5,4210,6481,2,"$1,054,710.00 "
,,4,2.75,2330,3920,2,"$680,000.00 "
,,4,3.5,3930,5680,2,"$828,950.00 "
,,3,2.5,1608,4000,2,"$274,950.00 "
,,2,2.25,1610,1968,2,"$293,000.00 "
,,4,3.5,3200,3250,2,"$795,000.00 "
,,4,2.5,1710,3500,2,"$282,900.00 "
,,5,3.75,3050,8972,2,"$909,950.00 "
,,4,3.5,3560,4951,2,"$922,755.00 "
,,4,2.5,2650,8685,2,"$424,000.00 "
,,3,2.5,3490,12410,2,"$630,000.00 "
,,4,3.25,4140,46173,2,"$810,000.00 "
,,3,2,1670,4441,1,"$256,703.00 "
,,3,2.5,1720,3600,2,"$386,380.00 "
,,2,2,1510,3961,1,"$485,000.00 "
,,3,2.25,1450,4040,2,"$275,000.00 "
,,4,2.5,1812,5026,2,"$370,000.00 "
,,2,2.25,1060,1208,2,"$499,950.00 "
,,3,2.5,1600,3073,3,"$502,000.00 "
,,3,3.25,1530,1565,2,"$654,000.00 "
,,4,2.25,2070,1230,3,"$575,000.00 "
,,4,2.5,3630,7482,2,"$500,000.00 "
,,3,2.5,2140,4126,2,"$554,000.00 "
,,4,1.75,2010,12188,1,"$360,000.00 "
,,4,2.75,2630,4501,2,"$619,990.00 "
,,4,2.5,2233,6025,2,"$317,500.00 "
,,4,2.75,2990,4521,2,"$564,950.00 "
,,2,1.25,1240,2150,2,"$545,000.00 "
,,3,2.5,2230,5050,2,"$333,700.00 "
,,3,3.25,3700,2264,2,"$1,480,000.00 "
,,4,3,2290,5105,2,"$530,000.00 "
,,2,1.5,950,865,3,"$396,000.00 "
,,2,1.75,1120,758,2,"$305,000.00 "
,,5,3.5,2420,4670,2,"$380,000.00 "
,,4,2.5,1714,3250,2,"$305,000.00 "
,,4,2.5,2230,5650,2,"$440,000.00 "
,,4,3,2530,10000,2,"$459,000.00 "
,,3,3.5,1550,1233,2,"$530,000.00 "
,,4,2.75,3110,11225,2,"$600,000.00 "
,,3,3,2100,2409,2,"$515,000.00 "
,,4,2.5,2150,3721,2,"$275,000.00 "
,,3,1.75,1630,1404,2,"$540,000.00 "
,,3,2.5,2230,7934,2,"$445,000.00 "
,,3,2.5,1320,955,3,"$285,000.00 "
,,3,2.5,1590,1431,2,"$480,000.00 "
,,5,3.25,2610,3642,2,"$440,000.00 "
,,3,2.5,1440,2500,2,"$287,450.00 "
,,4,2.5,2630,6283,2,"$507,950.00 "
,,3,3.5,3390,10078,2,"$750,000.00 "
,,3,1.5,1400,1022,3,"$425,000.00 "
,,3,3.5,1900,2133,2,"$420,000.00 "
,,3,2.5,1350,1250,3,"$394,950.00 "
,,4,3.25,3420,6752,2,"$635,000.00 "
,,3,2.5,2150,161607,2,"$513,000.00 "
,,4,2.5,2110,5306,2,"$380,000.00 "
,,4,3.25,3810,8519,1,"$1,130,000.00 "
,,5,3,2870,4369,2,"$540,000.00 "
,,2,2.25,1240,705,2,"$352,499.00 "
,,4,3.5,3610,6345,2,"$603,000.00 "
,,4,2.5,2310,5100,2,"$685,000.00 "
,,4,3,1930,3031,1,"$330,675.00 "
,,3,3,1390,1080,2,"$275,000.00 "
,,3,2.5,1578,7340,2,"$259,950.00 "
,,3,2,1720,15000,1,"$441,000.00 "
,,5,3.75,4700,11237,2,"$1,135,000.00 "
,,3,3.5,1970,5079,2,"$590,000.00 "
,,3,2.25,1460,1353,2,"$497,000.00 "
,,3,2.5,1930,4000,2,"$345,500.00 "
,,3,2.25,1300,907,2,"$562,500.00 "
,,3,2.25,1445,1087,2,"$355,000.00 "
,,2,2.25,860,696,2,"$345,000.00 "
,,3,2.5,3040,4535,2,"$478,000.00 "
,,3,2.5,2424,6143,2,"$391,500.00 "
,,2,1.5,1084,3427,2,"$265,000.00 "
,,3,2.5,2510,5320,2,"$395,000.00 "
,,2,1.5,1220,1036,3,"$286,308.00 "
,,2,2.25,1280,835,2,"$370,000.00 "
,,5,3.5,3740,5610,2,"$1,079,000.00 "
,,3,2.5,1852,4000,2,"$298,900.00 "
,,4,2.5,2580,5787,2,"$775,000.00 "
,,4,3.5,3190,31450,2,"$790,000.00 "
,,3,2.5,3400,5119,2,"$1,050,000.00 "
,,2,1.5,1090,2686,2,"$249,000.00 "
,,3,2,2360,6145,1,"$348,000.00 "
,,5,2.5,2460,5604,2,"$358,000.00 "
,,5,2.5,2025,7760,2,"$260,000.00 "
,,4,3,4410,5104,2,"$765,000.00 "
,,3,2.5,2810,5400,2,"$739,000.00 "
,,5,3.5,4490,6000,2,"$890,000.00 "
,,4,2.5,3070,6432,2,"$462,000.00 "
,,4,2.5,1984,32400,1,"$380,000.00 "
,,5,3.5,4750,8234,2,"$770,000.00 "
,,4,3.25,2760,4104,2,"$641,000.00 "
,,4,4,4360,8175,2.5,"$2,300,000.00 "
,,4,2.5,3060,27251,1.5,"$369,000.00 "
,,4,3,2770,2650,2,"$1,112,000.00 "
,,5,2.5,2990,9240,2,"$357,000.00 "
,,3,2.75,1540,1251,2,"$650,000.00 "
,,3,2.5,1400,1312,3.5,"$563,500.00 "
,,3,2.5,1680,2229,2,"$345,000.00 "
,,3,2,2260,7163,1,"$479,950.00 "
,,4,3.5,3400,5196,2,"$660,000.00 "
,,4,2.5,2930,5000,2,"$800,000.00 "
,,3,2,1239,6036,1,"$253,101.00 "
,,3,3.5,2100,2479,2,"$555,000.00 "
,,4,1,1200,2171,1.5,"$240,000.00 "
,,4,1,1200,2171,1.5,"$380,000.00 "
,,2,1.5,680,772,2,"$239,000.00 "
,,4,3.25,2690,3995,2,"$760,000.00 "
,,4,2.5,2750,7200,2,"$430,000.00 "
,,3,2.5,2450,4332,2,"$660,000.00 "
,,4,2.5,2620,4050,2,"$399,963.00 "
,,2,2,1130,1148,2,"$411,000.00 "
,,4,2.75,2790,5527,2,"$483,453.00 "
,,3,2,1820,1357,3,"$469,950.00 "
,,4,2.75,2910,7467,2,"$504,058.00 "
,,4,2.5,2568,5000,2,"$425,996.00 "
,,4,2.75,3090,5859,2,"$760,005.00 "
,,2,2,1460,1085,2,"$699,999.00 "
,,3,2.5,2010,2263,2,"$749,950.00 "
,,4,2.5,2610,5140,2,"$674,600.00 "
,,2,1.5,960,1000,2,"$450,000.00 "
,,3,2.5,1528,7616,2,"$272,000.00 "
,,2,1.5,1310,1264,2,"$450,000.00 "
,,3,2.25,1760,2122,3,"$643,950.00 "
,,3,2.5,1420,3542,2,"$290,000.00 "
,,3,2.5,1650,2082,3,"$378,000.00 "
,,3,2.5,2320,6775,1,"$728,050.00 "
,,4,2.5,2628,11466,2,"$499,160.00 "
,,4,2.5,2520,4831,2,"$536,000.00 "
,,5,3.5,2880,5000,2,"$419,900.00 "
,,3,2.25,1440,1362,3,"$469,000.00 "
,,3,2.5,2185,6042,2,"$374,000.00 "
,,4,1.5,1500,2106,2,"$182,568.00 "
,,3,2.5,1769,7324,2,"$334,888.00 "
,,4,4,3650,18223,2,"$799,900.00 "
,,4,2.5,2160,6223,2,"$383,000.00 "
,,3,2.5,1820,374616,2,"$580,000.00 "
,,3,2.5,2370,4200,2,"$351,999.00 "
,,3,3,3180,2758,2,"$1,325,000.00 "
,,3,2.5,1780,4077,2,"$312,000.00 "
,,4,3.5,2650,3127,2,"$674,950.00 "
,,5,2.75,3300,7560,2,"$1,105,000.00 "
,,2,2.5,1160,1219,3,"$415,000.00 "
,,3,3,3460,5353,2,"$1,250,000.00 "
,,3,2.5,1390,2450,2,"$208,800.00 "
,,2,2.5,1260,1131,3,"$452,000.00 "
,,5,2.75,2940,5225,2,"$837,000.00 "
,,5,3.5,3190,4247,2,"$780,000.00 "
,,4,3.5,3930,6120,2,"$1,485,000.00 "
,,5,3.75,3570,10125,2,"$1,600,000.00 "
,,3,2.5,2420,4725,2,"$369,946.00 "
,,3,2.75,3400,7200,2,"$530,000.00 "
,,4,2.5,2478,6079,2,"$386,000.00 "
,,4,2.5,3070,7830,2,"$1,900,000.00 "
,,4,3.5,3200,7605,2,"$735,000.00 "
,,5,3.25,5790,12739,2,"$1,750,000.00 "
,,3,2.25,1590,926,3,"$489,950.00 "
,,3,3,1730,1442,2,"$357,500.00 "
,,4,2.5,2303,3680,2,"$329,995.00 "
,,3,2.5,1790,3754,2,"$414,000.00 "
,,3,3.5,2490,3517,2,"$533,500.00 "
,,4,2.5,2669,5385,2,"$402,395.00 "
,,4,3.25,2610,2552,2,"$725,000.00 "
,,6,5.25,6160,27490,2,"$1,275,000.00 "
,,2,1.75,1290,1493,2,"$239,800.00 "
,,5,3.5,3560,5008,2,"$616,950.00 "
,,4,3.25,4360,6000,2,"$1,258,000.00 "
,,3,2.25,1230,1238,2,"$435,000.00 "
,,4,3.25,3640,60086,2,"$925,000.00 "
,,2,2.5,1780,2493,3,"$631,500.00 "
,,3,1.5,1140,1069,3,"$399,995.00 "
,,3,2,1270,1320,3,"$369,950.00 "
,,5,3.5,2780,3583,2,"$475,000.00 "
,,4,2.5,1912,5000,2,"$353,000.00 "
,,4,2.5,2300,9690,2,"$329,950.00 "
,,3,2.5,2828,4050,2,"$367,000.00 "
,,4,2.5,2425,9017,2,"$447,500.00 "
,,4,3.25,3730,4560,2,"$595,000.00 "
,,1,1,730,1942,1,"$325,000.00 "
,,2,2.5,1990,1756,3,"$690,000.00 "
,,3,2.5,1300,812,2,"$329,950.00 "
,,4,2.5,2560,7492,2,"$399,500.00 "
,,5,2.5,2450,5047,2,"$555,000.00 "
,,2,1.5,1440,725,2,"$427,000.00 "
,,3,2.25,1140,1557,3,"$375,000.00 "
,,2,1.5,1110,957,2,"$499,000.00 "
,,3,2.5,2620,43832,2,"$750,000.00 "
,,3,2.5,1690,1200,2,"$336,900.00 "
,,2,2.75,1950,1610,3,"$555,000.00 "
,,4,3.5,3530,8126,2,"$1,275,000.00 "
,,4,3.5,3310,4684,2,"$999,950.00 "
,,5,3,2620,5477,2,"$975,000.00 "
,,3,2.25,1350,3582,2,"$299,000.00 "
,,2,2.5,1741,1439,2,"$479,000.00 "
,,3,2.5,1650,2201,3,"$428,000.00 "
,,3,2.5,1890,6500,2,"$409,000.00 "
,,3,3,1950,1833,3,"$798,500.00 "
,,4,3.5,4490,5805,2,"$689,000.00 "
,,6,2.25,3206,5793,2,"$375,000.00 "
,,4,3.5,4130,77832,2,"$775,000.00 "
,,5,3,2800,5700,2,"$639,983.00 "
,,4,3,1984,4419,2,"$300,000.00 "
,,4,2.5,2750,11830,2,"$627,000.00 "
,,3,2.75,1740,5757,1,"$275,000.00 "
,,4,2.25,1800,2752,2,"$352,800.00 "
,,3,2.25,1540,1005,3,"$565,000.00 "
,,4,2.25,2030,2222,2,"$765,000.00 "
,,4,2.5,3310,4839,2,"$644,000.00 "
,,3,1.5,1270,1416,3,"$461,000.00 "
,,5,2.5,2406,7093,2,"$270,500.00 "
,,2,2.25,1540,965,3,"$640,000.00 "
,,4,2.5,2820,6983,2,"$457,000.00 "
,,5,2.5,2540,5100,2,"$355,000.00 "
,,2,2.25,1230,989,3,"$356,000.00 "
,,4,2.5,1900,2766,2,"$425,000.00 "
,,5,2.75,2920,6327,2,"$562,500.00 "
,,3,2.5,1450,1053,2,"$460,000.00 "
,,4,3,5370,69848,2,"$790,000.00 "
,,3,2,1270,1333,3,"$401,000.00 "
,,3,2.5,2550,5100,2,"$1,095,000.00 "
,,4,3,3070,7150,2,"$850,000.00 "
,,3,2.25,1450,4050,2,"$274,500.00 "
,,5,3.5,4230,16526,2,"$1,940,000.00 "
,,4,2.5,3480,6262,2,"$808,000.00 "
,,3,2.25,1490,974,2,"$312,000.00 "
,,3,2.25,1200,1400,3,"$320,000.00 "
,,3,2.5,2150,4332,2,"$410,000.00 "
,,3,3.5,3690,8837,2,"$725,000.00 "
,,4,2.5,1900,3301,2,"$335,000.00 "
,,4,3.25,1690,1321,2,"$519,990.00 "
,,4,2.75,2790,8853,2,"$533,112.00 "
,,3,2,1936,6612,2,"$274,900.00 "
,,2,2.25,1150,711,2,"$325,000.00 "
,,4,2.5,2040,22653,2,"$350,000.00 "
,,4,2.5,2470,7539,2,"$550,000.00 "
,,4,2.5,1890,4158,2,"$311,850.00 "
,,3,2.5,1626,1583,2.5,"$526,000.00 "
,,4,2.5,2250,5306,2,"$375,000.00 "
,,3,2.25,1350,1234,2,"$299,999.00 "
,,3,2.5,1460,1238,2,"$436,000.00 "
,,3,2.5,2056,3564,2,"$303,000.00 "
,,2,2.5,1160,1458,2,"$525,000.00 "
,,3,3,1384,1287,2,"$575,000.00 "
,,2,1.5,1100,1107,3,"$420,000.00 "
,,3,2.5,2456,7566,2,"$329,950.00 "
,,4,4.25,4500,215186,2,"$1,830,000.00 "
,,4,3.25,3780,10099,1,"$1,175,000.00 "
,,2,2.5,1320,1157,2,"$499,950.00 "
,,4,3,5940,11533,2,"$1,149,000.00 "
,,3,2,1650,5027,1.5,"$400,000.00 "
,,3,3,1670,4440,1,"$246,950.00 "
,,3,3.25,1610,1275,2,"$630,000.00 "
,,5,2.75,3370,10315,2,"$561,000.00 "
,,4,2.5,2660,4082,2,"$287,000.00 "
,,3,3.25,1690,1473,2,"$600,000.00 "
,,3,2.25,1620,1062,3,"$490,000.00 "
,,3,1.75,1300,958,2,"$330,000.00 "
,,4,2.5,1610,4052,2,"$286,950.00 "
,,3,3.25,3530,4920,2,"$1,550,000.00 "
,,4,2.5,3550,8618,2,"$880,000.00 "
,,3,3,1730,1755,3,"$577,450.00 "
,,5,2.75,2400,4900,2,"$405,000.00 "
,,3,2.5,1420,1237,3,"$510,000.00 "
,,2,1.5,1220,1120,2.5,"$465,000.00 "
,,4,2.25,2360,4000,2,"$1,300,000.00 "
,,4,3.5,3990,11270,2,"$609,000.00 "
,,3,2.5,1260,1211,3,"$336,000.00 "
,,3,2.5,1580,2407,2,"$375,000.00 "
,,3,2.5,1760,2688,2,"$294,500.00 "
,,5,3.5,3420,4216,2,"$925,000.00 "
,,5,2.75,2870,6593,2,"$730,000.00 "
,,4,2.5,1934,5677,2,"$280,000.00 "
,,3,1.5,1220,962,3,"$500,000.00 "
,,3,2.75,2450,5750,2,"$605,000.00 "
,,3,3.25,1860,1787,3,"$379,950.00 "
,,3,2.5,1500,1119,3,"$605,000.00 "
,,2,1.75,1570,1108,3,"$720,000.00 "
,,3,2,1280,960,2,"$549,900.00 "
,,3,2.5,3192,5653,2,"$427,000.00 "
,,3,2.5,1690,1479,3,"$492,000.00 "
,,2,2.5,1590,1426,2,"$419,190.00 "
,,3,2.5,2870,7288,2,"$650,000.00 "
,,4,2.5,2580,4818,2,"$379,950.00 "
,,4,2.75,1830,3420,2,"$269,800.00 "
,,4,2.5,2927,6000,2,"$407,000.00 "
,,3,1.5,1320,1250,3,"$580,000.00 "
,,3,2.5,1720,3581,2,"$389,700.00 "
,,2,1,828,4524,1,"$110,000.00 "
,,3,1.5,1040,1264,2,"$230,000.00 "
,,4,2.75,2790,6685,2,"$533,380.00 "
,,3,2.5,1410,1332,2,"$295,500.00 "
,,4,4.5,4040,8400,2,"$860,000.00 "
,,4,3.5,3370,3634,2,"$812,000.00 "
,,3,2.5,1660,3990,2,"$324,500.00 "
,,2,1.75,910,2550,1,"$193,000.00 "
,,3,2.25,1280,959,3,"$355,000.00 "
,,4,2.75,2360,4924,2,"$525,000.00 "
,,3,2.5,2529,9653,2,"$370,950.00 "
,,4,3.5,4700,10183,1,"$1,242,000.00 "
,,3,2.5,2780,275033,1,"$950,000.00 "
,,4,2.75,3540,5500,2,"$888,990.00 "
,,3,2.5,1580,1321,2,"$705,000.00 "
,,3,2.5,1700,2250,2,"$268,000.00 "
,,3,2.5,1600,3573,2,"$305,450.00 "
,,2,1.75,1410,1005,1.5,"$399,900.00 "
,,3,1.5,1580,1228,3,"$495,000.00 "
,,3,3.5,3940,11632,2,"$857,326.00 "
,,5,2.75,4450,9600,2,"$845,950.00 "
,,4,2.5,2009,5000,2,"$303,210.00 "
,,6,5,2732,7655,2,"$343,000.00 "
,,3,2.5,2090,4590,2,"$300,000.00 "
,,2,2.5,980,1013,3,"$334,900.00 "
,,5,3.5,2815,5619,2,"$477,500.00 "
,,4,2.5,3170,8523,2,"$820,000.00 "
,,5,3.25,3030,7410,2,"$580,000.00 "
,,2,2.5,1280,940,2,"$350,000.00 "
,,3,2.5,2030,1160,3,"$910,000.00 "
,,3,2.5,2490,4540,2.5,"$414,000.00 "
,,3,2.5,3030,4500,2,"$525,000.00 "
,,2,2.5,1470,690,3,"$650,000.00 "
,,3,2.25,1620,997,2.5,"$450,000.00 "
,,4,3,5520,8313,2,"$1,270,000.00 "
,,3,3.5,3200,10344,2,"$699,000.00 "
,,4,2.5,2580,3943,2,"$899,000.00 "
,,4,3,2050,4000,2,"$353,500.00 "
,,3,2.5,2430,5867,2,"$485,000.00 "
,,4,3.25,3060,3898,2,"$782,900.00 "
,,2,2,1540,9714,2,"$529,000.00 "
,,3,3.25,1310,1072,2,"$514,700.00 "
,,3,2.5,1800,3168,2,"$409,316.00 "
,,3,2.5,2370,4200,2,"$388,598.00 "
,,3,2.25,1445,1512,2,"$415,000.00 "
,,3,2.25,1450,1619,2,"$521,500.00 "
,,3,2.5,1740,1236,3,"$580,000.00 "
,,4,2.5,3560,5265,3,"$882,566.00 "
,,3,2.75,2130,1400,2,"$525,000.00 "
,,5,2.75,2980,4502,2,"$515,000.00 "
,,3,3,2840,7201,2,"$589,410.00 "
,,4,2.5,3420,6845,2,"$757,500.00 "
,,3,2.5,1660,4083,2,"$284,000.00 "
,,2,2.25,1150,711,2,"$338,500.00 "
,,3,2.25,1410,1287,2,"$379,500.00 "
,,3,2,1420,1369,2.5,"$550,000.00 "
,,3,2.5,1860,5025,2,"$294,900.00 "
,,2,1.5,1340,1210,2,"$345,000.00 "
,,2,1.5,1530,1012,2,"$450,000.00 "
,,3,2.5,1509,1114,3,"$420,000.00 "
,,3,2.5,2350,3798,2,"$740,000.00 "
,,2,1.5,1010,825,3,"$286,000.00 "
,,5,3.5,4495,10079,2,"$870,000.00 "
,,3,2.5,1580,991,3,"$727,000.00 "
,,4,3,2750,7965,2,"$395,000.00 "
,,4,2.25,1890,3615,2,"$535,000.00 "
,,3,2.25,1320,963,2,"$255,000.00 "
,,4,2.5,2150,3721,2,"$260,000.00 "
,,4,2.5,3340,8384,2,"$810,000.00 "
,,3,2.5,1850,3400,2,"$359,782.00 "
,,2,2.5,1950,2162,2,"$500,000.00 "
,,5,3.25,4240,9588,2,"$1,049,990.00 "
,,4,3.5,2700,2868,2,"$810,000.00 "
,,5,4,3040,6000,2,"$605,000.00 "
,,4,2.5,2460,7930,2,"$730,000.00 "
,,4,2.5,2110,3825,2,"$327,000.00 "
,,2,1,780,1133,2,"$370,000.00 "
,,5,3.5,2640,6895,2,"$459,000.00 "
,,5,4,5190,14600,2,"$2,900,000.00 "
,,4,2.5,2420,8404,2,"$365,000.00 "
,,4,2.5,1987,6000,2,"$255,000.00 "
,,1,1,720,3166,1,"$375,000.00 "
,,2,1.5,1130,912,2,"$375,000.00 "
,,4,2.5,2810,4500,2,"$518,380.00 "
,,3,3.25,1500,1442,2,"$346,000.00 "
,,4,2,1390,745,3,"$302,059.00 "
,,4,2.5,2500,4945,2,"$575,000.00 "
,,4,3.5,3906,9674,2,"$549,950.00 "
,,5,6,7120,40806,2,"$900,000.00 "
,,3,2.5,1470,1256,2,"$397,500.00 "
,,5,3.5,3230,7560,2,"$1,075,000.00 "
,,3,2.5,2700,5764,2,"$775,900.00 "
,,4,2.5,4073,17334,2,"$510,000.00 "
,,4,2.5,3361,5038,2,"$471,275.00 "
,,4,2.25,1610,3560,2,"$288,000.00 "
,,4,3.5,3830,7150,2,"$989,990.00 "
,,3,3.25,1470,1235,2,"$300,000.00 "
,,5,3,3190,7081,1,"$664,950.00 "
,,4,3.25,3250,5478,2,"$699,188.00 "
,,3,2.25,1490,4539,2,"$390,000.00 "
,,5,2.75,2900,5155,2,"$670,000.00 "
,,4,2.5,2540,5001,2,"$487,000.00 "
,,5,2.75,3360,12080,2,"$769,995.00 "
,,2,1.25,860,1277,2,"$321,950.00 "
,,4,2.5,3020,6068,2,"$613,500.00 "
,,3,2.5,1330,1200,3,"$300,000.00 "
,,4,2.5,2578,4554,2,"$400,950.00 "
,,4,2.5,2640,4725,2,"$389,517.00 "
,,3,1.75,1260,1133,2,"$255,000.00 "
,,3,2.5,1990,1891,3,"$1,080,000.00 "
,,5,3.25,3340,4900,2,"$637,850.00 "
,,4,2.5,2840,6284,2,"$636,230.00 "
,,3,2.5,1530,1131,3,"$375,000.00 "
,,3,2.5,1780,1487,3,"$586,500.00 "
,,4,2.5,2340,6973,2,"$544,000.00 "
,,4,2.5,2390,5021,2,"$425,000.00 "
,,4,2.5,2090,3777,2,"$374,950.00 "
,,3,1,1140,8400,1,"$294,570.00 "
,,3,2.5,1960,1477,2,"$300,000.00 "
,,5,3.5,2738,6031,2,"$395,950.00 "
,,4,2.5,3691,11088,2,"$800,000.00 "
,,3,2.5,2340,5171,2,"$439,990.00 "
,,4,3.5,2510,3763,2,"$680,000.00 "
,,6,3,2800,4213,2,"$677,790.00 "
,,3,2.5,1650,4777,2,"$424,950.00 "
,,2,2.25,1061,2884,2,"$223,990.00 "
,,4,2.5,3402,14355,2,"$498,000.00 "
,,4,2.5,2542,6120,2,"$359,950.00 "
,,3,2.5,3150,151588,2,"$720,000.00 "
,,4,2.5,3010,9000,2,"$530,000.00 "
,,3,2.5,1660,4898,2,"$295,000.00 "
,,3,2.5,1770,5000,2,"$255,500.00 "
,,3,3,1960,1168,2,"$556,000.00 "
,,4,2.5,1889,6000,2,"$277,950.00 "
,,4,2.5,3040,6000,2,"$431,000.00 "
,,4,2.75,3420,6787,2,"$780,000.00 "
,,3,3.25,1720,936,2,"$649,000.00 "
,,3,2.5,1740,3043,2,"$447,000.00 "
,,4,2.5,2450,4247,2,"$712,198.00 "
,,3,1.5,1190,785,2,"$277,140.00 "
,,4,2.5,3753,7204,2,"$363,000.00 "
,,5,3.5,3440,6037,2,"$598,992.00 "
,,3,2.5,2160,1250,3,"$585,000.00 "
,,4,2.75,3820,8850,2,"$1,274,950.00 "
,,2,2,1120,1039,2,"$380,950.00 "
,,4,2.5,2250,3916,2,"$333,490.00 "
